Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Type,Machine failure
298.9,309.8,1534,42.1,23,10.900000000000034,6762.948393284796,L,0
298.8,309.7,1953,20.6,25,10.899999999999977,4213.064244023129,L,0
298.8,309.8,1634,33.6,27,11.0,5749.365883481609,L,0
298.7,309.7,1881,21.7,29,11.0,4274.419548547737,L,0
298.8,309.7,1448,44.8,31,10.899999999999977,6793.212402514377,M,0
298.7,309.7,1362,50.5,34,11.0,7202.729476885318,M,0
298.8,309.7,1225,63.4,37,10.899999999999977,8133.059781368376,L,0
298.8,309.6,1384,48.2,39,10.800000000000011,6985.72920032636,M,0
298.8,309.8,1334,49.3,42,11.0,6887.020359150568,L,0
298.8,309.7,1336,50.3,44,10.899999999999977,7037.251319845233,L,0
298.8,309.9,1331,61.6,46,11.099999999999966,8585.930834358856,M,0
298.8,309.9,1629,31.9,49,11.099999999999966,5441.772546768631,L,0
298.9,310.0,1776,25.7,51,11.100000000000023,4779.744726877655,L,0
298.8,310.0,1530,38.3,53,11.199999999999989,6136.472930256942,H,0
298.9,310.0,1719,27.3,58,11.100000000000023,4914.361972083978,L,0
298.8,309.9,1495,35.2,60,11.099999999999966,5510.772393416976,M,0
298.8,309.7,1450,43.1,63,10.899999999999977,6544.4610962031375,L,0
298.8,309.8,1563,38.8,65,11.0,6350.666717378695,H,0
298.9,309.9,1501,37.1,70,11.0,5831.539475324007,M,0
298.8,309.9,1351,47.2,73,11.099999999999966,6677.685568666368,L,0
298.9,309.9,1365,46.5,75,11.0,6646.824656832605,L,0
298.8,309.9,1525,39.7,77,11.099999999999966,6339.995774332003,L,0
298.8,309.8,1288,61.9,79,11.0,8349.012860376139,M,0
298.6,309.6,1423,42.7,82,11.0,6362.992232556279,L,0
298.5,309.6,1502,39.4,84,11.100000000000023,6197.189444275321,M,0
298.5,309.5,1428,43.5,87,11.0,6504.981748523025,L,0
298.6,309.5,1566,38.1,89,10.899999999999977,6248.062301312452,M,0
298.5,309.5,1483,44.8,92,11.0,6957.412978542003,M,0
298.6,309.6,1593,33.3,95,11.0,5555.058377857079,H,0
298.5,309.6,1724,26.4,100,11.100000000000023,4766.173046614146,L,0
298.5,309.7,2617,12.1,102,11.199999999999989,3316.0243496926105,L,1
298.6,309.7,1294,59.4,104,11.099999999999966,8049.137369615481,L,0
298.6,309.6,1533,40.7,106,11.0,6533.790153156444,L,0
298.5,309.4,1671,31.8,108,10.899999999999977,5564.577403597457,H,0
298.5,309.5,1370,52.4,113,11.0,7517.621780530135,L,0
298.5,309.6,1462,45.1,115,11.100000000000023,6904.822717520911,L,0
298.4,309.5,1545,36.6,117,11.100000000000023,5921.5879927514015,L,0
298.4,309.5,1484,41.7,119,11.100000000000023,6480.351662118882,M,0
298.4,309.5,1344,45.3,122,11.100000000000023,6375.6737949012695,M,0
298.4,309.5,1357,50.1,125,11.100000000000023,7119.4458556386535,L,0
298.5,309.6,1572,33.0,127,11.100000000000023,5432.44201658747,M,0
298.5,309.6,1861,26.9,130,11.100000000000023,5242.365189069776,L,0
298.5,309.5,1548,44.5,132,11.0,7213.7250511728835,L,0
298.6,309.8,1496,37.7,134,11.199999999999989,5906.110412944716,L,0
298.6,309.7,1314,49.7,136,11.099999999999966,6838.807383893478,M,0
298.6,309.7,1422,49.7,139,11.099999999999966,7400.901141473762,M,0
298.6,309.8,1842,20.1,142,11.199999999999989,3877.165157501308,L,0
298.7,309.9,1434,53.0,144,11.199999999999989,7958.910828604382,M,0
298.8,310.1,1585,31.3,147,11.300000000000011,5195.199411363881,M,0
298.8,310.1,1704,30.7,150,11.300000000000011,5478.183605623738,H,0
298.9,310.2,1971,23.2,155,11.300000000000011,4788.541186307706,L,0
299.0,310.3,1431,39.9,157,11.300000000000011,5979.173386091702,L,0
298.9,310.4,1546,37.7,159,11.5,6103.507151345274,L,0
298.9,310.3,1496,36.3,161,11.400000000000034,5686.785357822099,L,0
298.9,310.3,1243,63.0,163,11.400000000000034,8200.499303665438,H,0
299.0,310.4,1452,46.2,168,11.399999999999977,7024.852500839065,L,0
299.1,310.6,1380,44.7,170,11.5,6459.742814311334,L,0
299.2,310.6,1567,38.4,172,11.400000000000034,6301.280880864263,L,0
299.1,310.5,1628,35.9,174,11.399999999999977,6120.36703191954,L,0
299.1,310.4,1505,46.1,176,11.299999999999955,7265.508970079555,L,0
299.0,310.3,1827,28.0,178,11.300000000000011,5357.043792901315,M,0
299.0,310.3,1577,40.0,181,11.300000000000011,6605.7221529481385,L,0
298.9,310.2,1304,57.2,183,11.300000000000011,7810.92087066928,L,0
298.9,310.1,1324,54.6,185,11.200000000000045,7570.232985502253,H,0
298.8,310.0,1537,39.9,190,11.199999999999989,6422.075118394791,L,0
298.8,310.1,1501,48.7,192,11.300000000000011,7654.8779635654755,M,0
298.7,309.9,1654,29.1,195,11.199999999999989,5040.308421566392,M,0
298.7,310.0,1519,38.1,198,11.300000000000011,6060.540635819678,M,0
298.7,309.9,1371,51.3,201,11.199999999999989,7365.181233002447,L,0
298.7,309.8,1181,65.9,203,11.100000000000023,8150.11862947737,L,1
298.6,309.8,1469,42.8,205,11.199999999999989,6584.066107589392,L,0
298.6,309.8,1637,34.6,207,11.199999999999989,5931.347873928553,L,0
298.6,309.8,1370,56.0,0,11.199999999999989,8034.099612780297,L,0
298.6,309.9,1630,30.6,2,11.299999999999955,5223.21194585839,L,0
298.6,310.0,1517,39.0,4,11.399999999999977,6195.534872144432,L,0
298.6,309.9,1668,32.3,6,11.299999999999955,5641.923414728837,M,0
298.6,309.9,1818,24.9,9,11.299999999999955,4740.474818707783,M,0
298.6,310.0,1541,36.9,12,11.399999999999977,5954.668963393701,M,0
298.5,309.9,1482,42.1,15,11.399999999999977,6533.695905376838,L,0
298.6,310.1,1439,49.9,17,11.5,7519.517208097801,L,0
298.5,310.0,1492,41.2,19,11.5,6437.1652351075345,L,0
298.4,309.9,1725,27.8,21,11.5,5021.835856763284,L,0
298.4,310.0,1559,44.2,23,11.600000000000023,7216.007941834492,L,0
298.5,310.0,1435,42.5,25,11.5,6386.596065360251,L,0
298.6,310.0,1512,37.5,27,11.399999999999977,5937.6101152847095,M,0
298.6,309.9,1564,37.1,30,11.299999999999955,6076.300958965187,L,0
298.6,310.0,1522,40.3,32,11.399999999999977,6423.153731872522,L,0
298.6,309.9,1356,59.5,34,11.299999999999955,8448.999282564388,L,0
298.6,309.9,1556,38.6,36,11.299999999999955,6289.636044094958,L,0
298.6,309.9,1393,45.5,38,11.299999999999955,6637.295159116717,L,0
298.7,309.9,1753,26.8,40,11.199999999999989,4919.775983423664,L,0
298.7,309.9,1651,29.5,42,11.199999999999989,5100.323313225469,L,0
298.7,309.9,1372,54.7,44,11.199999999999989,7859.050070122275,L,0
298.7,309.9,1446,43.3,46,11.199999999999989,6556.692363601113,L,0
298.7,309.8,1501,44.7,48,11.100000000000023,7026.140553827038,M,0
298.7,309.9,1411,45.1,51,11.199999999999989,6663.956808770181,M,0
298.6,309.7,1672,27.5,54,11.099999999999966,4815.014340401957,H,0
298.7,309.8,1475,40.5,59,11.100000000000023,6255.696371460675,M,0
298.7,309.8,1469,38.4,62,11.100000000000023,5907.199498397959,L,0
298.6,309.8,1704,28.3,64,11.199999999999989,5049.921695086377,L,0
298.6,309.7,1463,39.1,66,11.099999999999966,5990.315568036435,H,0
298.6,309.7,1280,64.1,71,11.099999999999966,8592.046468057844,M,0
298.7,309.9,1464,38.0,74,11.199999999999989,5825.769416816912,L,0
298.6,309.8,1332,46.4,76,11.199999999999989,6472.183521219547,L,0
298.5,309.7,1634,37.8,78,11.199999999999989,6468.036618916809,L,0
298.6,309.8,1430,43.1,80,11.199999999999989,6454.192667289992,M,0
298.5,309.7,1523,44.6,83,11.199999999999989,7113.173142306986,M,0
298.5,309.7,1557,37.7,86,11.199999999999989,6146.934433793397,M,0
298.5,309.6,1585,32.2,89,11.100000000000023,5344.582142042076,L,0
298.5,309.6,1579,33.5,91,11.100000000000023,5539.308526687082,H,0
298.5,309.7,1354,60.8,96,11.199999999999989,8620.865344666776,M,0
298.6,309.7,1627,33.4,99,11.099999999999966,5690.6599887615275,L,0
298.4,309.6,1477,35.6,101,11.200000000000045,5506.290387897854,L,0
298.3,309.4,1595,29.0,103,11.099999999999966,4843.812273059863,M,0
298.4,309.5,1520,38.1,106,11.100000000000023,6064.530458489738,L,0
298.3,309.4,1618,31.5,108,11.099999999999966,5337.2517591836995,L,0
298.4,309.5,1397,50.3,110,11.100000000000023,7358.562944478884,L,0
298.4,309.5,1450,47.9,112,11.100000000000023,7273.31059183597,L,0
298.5,309.5,1501,40.2,114,11.0,6318.810967871295,M,0
298.4,309.4,1392,50.1,117,11.0,7303.071946240977,L,0
298.4,309.4,1385,43.2,119,11.0,6265.592388319485,L,0
298.4,309.4,1461,46.3,121,11.0,7083.694531240801,L,0
298.5,309.6,1364,58.7,123,11.100000000000023,8384.575689214775,M,0
298.5,309.5,1579,38.6,126,11.0,6382.606242690191,L,0
298.4,309.5,1514,38.8,128,11.100000000000023,6151.573518945197,M,0
298.3,309.5,1560,36.9,131,11.199999999999989,6028.087983708095,M,0
298.3,309.5,1542,36.7,134,11.199999999999989,5926.237549878714,L,0
298.3,309.4,1668,27.1,136,11.099999999999966,4733.626146722957,L,0
298.3,309.4,1816,22.6,138,11.099999999999966,4297.866301719028,M,0
298.3,309.4,1509,34.2,141,11.099999999999966,5404.356178264378,M,0
298.4,309.6,1479,37.8,144,11.200000000000045,5854.483573670723,L,0
298.4,309.6,1655,30.2,146,11.200000000000045,5233.998080635715,L,0
298.3,309.5,1711,30.3,148,11.199999999999989,5429.017680595057,L,0
298.4,309.7,1581,34.6,150,11.300000000000011,5728.4428764087015,L,0
298.6,309.8,1279,55.9,152,11.199999999999989,7487.054084010707,H,0
298.5,309.8,1468,40.9,157,11.300000000000011,6287.499761090517,L,0
298.4,309.7,1419,41.3,159,11.300000000000011,6137.069832861124,L,0
298.4,309.7,1530,38.6,161,11.300000000000011,6184.539297856867,L,0
298.4,309.6,1710,27.3,163,11.200000000000045,4888.6323282510775,L,1
298.4,309.7,1518,39.8,165,11.300000000000011,6326.790613211413,L,0
298.4,309.7,1679,33.3,167,11.300000000000011,5854.954812568761,M,0
298.4,309.7,1870,22.5,170,11.300000000000011,4406.083696659684,M,0
298.3,309.7,1484,44.3,173,11.399999999999977,6884.402365272576,L,0
298.4,309.7,1457,44.2,175,11.300000000000011,6743.889397853018,L,0
298.3,309.6,1546,36.2,177,11.300000000000011,5860.662039222782,H,0
298.2,309.5,1478,36.5,182,11.300000000000011,5649.316629440285,M,0
298.2,309.4,1447,47.1,185,11.199999999999989,7137.038774498756,L,0
298.2,309.4,1443,45.4,187,11.199999999999989,6860.421541350175,L,0
298.3,309.6,1527,30.9,189,11.300000000000011,4941.128341492562,L,0
298.3,309.6,1469,54.8,191,11.300000000000011,8430.065950838754,M,0
298.3,309.6,1681,27.1,194,11.300000000000011,4770.518916451612,M,0
298.3,309.6,1420,44.1,197,11.300000000000011,6557.760505103334,L,0
298.3,309.5,1543,49.9,199,11.199999999999989,8062.970849266787,M,0
298.4,309.5,1376,50.4,202,11.100000000000023,7262.356905450452,L,0
298.3,309.4,1631,29.8,0,11.099999999999966,5089.778033884919,H,0
298.3,309.3,1529,41.7,5,11.0,6676.858282600924,H,0
298.3,309.4,1468,46.2,10,11.099999999999966,7102.2613438235185,L,0
298.3,309.4,1378,52.3,12,11.099999999999966,7547.089919620807,L,0
298.3,309.3,1401,51.9,14,11.0,7614.3723622851885,L,0
298.4,309.3,1531,37.4,16,10.900000000000034,5996.190346298647,L,0
298.4,309.3,1512,35.8,18,10.900000000000034,5668.438456725135,L,0
298.5,309.4,1522,47.4,20,10.899999999999977,7554.7763496465905,M,0
298.5,309.3,1615,31.8,23,10.800000000000011,5378.0924636803675,M,0
298.6,309.3,1449,46.5,26,10.699999999999989,7055.860020329997,L,0
298.6,309.4,1315,55.5,28,10.799999999999955,7642.709528020569,L,0
298.6,309.4,1465,41.1,30,10.799999999999955,6305.3335353873945,M,0
298.6,309.5,1404,43.3,33,10.899999999999977,6366.2490169405,M,0
298.6,309.5,1547,44.8,36,10.899999999999977,7257.665460421092,L,0
298.6,309.5,1426,45.4,38,10.899999999999977,6779.598834348821,M,0
298.6,309.5,1730,30.2,41,10.899999999999977,5471.188325981744,L,0
298.5,309.4,1548,37.7,43,10.899999999999977,6111.403020881297,L,0
298.5,309.4,1517,40.2,45,10.899999999999977,6386.16671436426,L,0
298.6,309.5,1687,29.3,47,10.899999999999977,5176.203247785174,L,0
298.5,309.5,1738,25.2,49,11.0,4586.473946828811,L,0
298.4,309.4,1512,35.3,51,11.0,5589.270321854673,H,0
298.5,309.4,1365,48.7,56,10.899999999999977,6961.298081456944,M,0
298.5,309.4,2011,21.0,59,10.899999999999977,4422.419978458352,H,0
298.4,309.3,1806,27.6,64,10.900000000000034,5219.8190257925135,L,0
298.4,309.3,1716,28.4,66,10.900000000000034,5103.454433903547,L,0
298.4,309.4,1666,24.3,68,11.0,4239.453622313283,M,0
298.5,309.4,1578,36.3,71,10.899999999999977,5998.494180911279,L,0
298.3,309.3,1558,37.2,73,11.0,6069.305679323194,L,0
298.3,309.2,1456,45.5,75,10.899999999999977,6937.474337167221,L,0
298.2,309.1,1457,49.0,77,10.900000000000034,7476.25747725787,M,0
298.2,309.1,1467,44.5,80,10.900000000000034,6836.262693844069,L,0
298.1,309.0,1661,38.2,82,10.899999999999977,6644.489406293437,M,0
298.1,309.0,1592,33.9,85,10.899999999999977,5651.599520101894,L,0
298.2,309.0,1596,37.2,87,10.800000000000011,6217.337525160345,L,0
298.2,309.0,1489,40.6,89,10.800000000000011,6330.6652441508395,L,0
298.3,309.0,1471,48.3,91,10.699999999999989,7440.265297423242,L,0
298.3,309.0,1505,41.3,93,10.699999999999989,6509.013459095132,M,0
298.3,309.0,1519,40.0,96,10.699999999999989,6362.772321070528,L,0
298.3,309.0,1408,45.4,98,10.699999999999989,6694.021850465035,L,0
298.2,308.9,1332,44.4,100,10.699999999999989,6193.210093580774,L,0
298.1,308.9,1351,52.4,102,10.799999999999955,7413.362792333001,L,0
298.0,308.9,1500,36.7,104,10.899999999999977,5764.822519337271,L,0
298.0,308.7,1614,30.7,106,10.699999999999989,5188.842922228118,M,0
298.0,308.8,1489,36.5,109,10.800000000000011,5691.3616111208285,L,0
297.9,308.7,1751,26.6,111,10.800000000000011,4877.490146306345,M,0
298.0,308.7,1511,45.8,114,10.699999999999989,7247.00498934991,L,0
297.9,308.6,1691,29.6,116,10.700000000000045,5241.600734857403,L,0
297.9,308.6,1757,27.5,118,10.700000000000045,5059.796767994161,L,0
297.9,308.7,1545,35.9,120,10.800000000000011,5808.333577589489,H,0
297.9,308.6,2262,15.7,125,10.700000000000045,3718.954551466525,L,0
297.7,308.5,1559,35.2,127,10.800000000000011,5746.685057750546,M,0
297.6,308.4,1626,32.4,130,10.799999999999955,5516.888027115963,L,0
297.6,308.3,1424,53.9,132,10.699999999999989,8037.618196552319,L,0
297.6,308.3,1648,29.1,134,10.699999999999989,5022.024352322499,M,0
297.6,308.3,1523,39.5,137,10.699999999999989,6299.783388366052,L,0
297.6,308.3,1502,43.2,139,10.699999999999989,6794.8879185962915,L,0
297.5,308.2,1489,40.7,141,10.699999999999989,6346.258015688157,L,0
297.4,308.1,1620,31.2,143,10.700000000000045,5292.955302768083,M,0
297.5,308.1,1631,30.6,146,10.600000000000023,5226.416370365051,L,0
297.5,308.0,1429,45.8,148,10.5,6853.719477022517,M,0
297.5,308.1,1334,72.0,151,10.600000000000023,10058.123039733082,M,1
297.4,308.0,1423,38.0,154,10.600000000000023,5662.616038340482,L,0
297.4,307.9,1390,47.7,156,10.5,6943.233923698802,L,0
297.4,307.9,1338,48.5,158,10.5,6795.5790689800815,M,0
297.3,307.9,1461,37.5,161,10.599999999999966,5737.33358361836,H,0
297.4,307.9,1627,34.3,166,10.5,5844.001126183245,M,0
297.3,307.8,1385,44.4,169,10.5,6439.636621328358,L,0
297.3,307.8,1538,48.0,171,10.5,7730.8312019537625,M,0
297.4,307.9,1557,35.5,174,10.5,5788.2273846065145,L,0
297.4,307.9,1606,33.4,176,10.5,5617.209552520598,L,0
297.5,308.0,1430,44.5,178,10.5,6663.84161703955,M,0
297.4,308.0,1601,34.6,181,10.600000000000023,5800.908946951506,M,0
297.4,308.0,1356,51.9,184,10.600000000000023,7369.799374203222,L,0
297.5,308.2,1624,30.9,186,10.699999999999989,5255.004863512719,M,0
297.5,308.2,1327,56.5,189,10.699999999999989,7851.415999974051,L,0
297.6,308.3,1410,47.0,191,10.699999999999989,6939.778171779853,L,0
297.6,308.3,1478,42.3,193,10.699999999999989,6547.016258228056,L,0
297.6,308.4,1460,40.3,195,10.799999999999955,6161.500951730542,L,0
297.5,308.3,1435,40.3,197,10.800000000000011,6055.995798447484,L,0
297.4,308.2,1359,46.9,199,10.800000000000011,6674.5335040372665,H,0
297.4,308.1,1729,31.7,204,10.700000000000045,5739.616474279968,L,0
297.3,308.0,1384,49.1,206,10.699999999999989,7116.168127303408,H,0
297.4,308.2,1297,52.1,211,10.800000000000011,7076.301316529354,L,0
297.5,308.4,1633,33.3,213,10.899999999999977,5694.545091676467,L,0
297.5,308.4,1505,37.2,215,10.899999999999977,5862.840210129272,M,0
297.5,308.4,1433,50.0,218,10.899999999999977,7503.170454323622,L,0
297.4,308.4,1369,50.6,220,11.0,7254.084044796,L,1
297.4,308.3,1475,40.5,222,10.900000000000034,6255.696371460675,L,1
297.4,308.3,1561,38.3,0,10.900000000000034,6260.806695510514,L,0
297.4,308.3,1472,45.5,2,10.900000000000034,7013.710318894332,L,0
297.5,308.4,1441,44.5,4,10.899999999999977,6715.101937170623,L,0
297.5,308.5,1401,50.5,6,11.0,7408.975034593488,M,0
297.5,308.5,1691,33.1,9,11.0,5861.38460553311,L,0
297.6,308.6,1382,47.1,11,11.0,6816.439244199918,L,0
297.6,308.6,1355,46.4,13,11.0,6583.94044388325,L,0
297.6,308.6,1529,45.3,15,11.0,7253.277702681578,L,0
297.7,308.7,1829,24.9,17,11.0,4769.157559635058,L,0
297.6,308.6,1480,39.8,19,11.0,6168.412455568438,H,0
297.6,308.5,1475,42.4,24,10.899999999999977,6549.173485183522,L,0
297.6,308.5,1431,52.6,26,10.899999999999977,7882.318799709863,M,0
297.5,308.3,1437,42.3,29,10.800000000000011,6365.400786924031,L,0
297.5,308.3,1476,45.6,31,10.800000000000011,7048.2259501817725,M,0
297.5,308.4,1490,39.7,34,10.899999999999977,6194.487674593235,H,0
297.4,308.3,1632,33.5,39,10.900000000000034,5725.238451902039,L,0
297.4,308.2,1402,49.7,41,10.800000000000011,7296.809704884822,L,0
297.4,308.3,1347,45.8,43,10.900000000000034,6460.433964695123,L,0
297.5,308.4,1747,31.0,45,10.899999999999977,5671.307778015414,L,0
297.5,308.5,1557,39.1,47,11.0,6375.202556003232,H,0
297.4,308.4,1371,57.4,52,11.0,8240.963017043674,L,0
297.3,308.3,1506,37.0,54,11.0,5835.194194777682,H,0
297.3,308.3,1590,35.5,59,11.0,5910.906577729195,L,0
297.4,308.3,1336,53.7,61,10.900000000000034,7512.930335500777,L,0
297.3,308.3,1411,43.2,63,11.0,6383.213617269886,L,0
297.4,308.3,1704,27.3,65,10.900000000000034,4871.479232362477,L,0
297.5,308.4,1723,27.3,67,10.899999999999977,4925.797369343045,L,0
297.5,308.5,1459,39.7,69,11.0,6065.609071967469,L,0
297.6,308.5,1572,35.9,71,10.899999999999977,5909.838436226974,L,0
297.5,308.4,1384,56.0,73,10.899999999999977,8116.19990079411,L,0
297.6,308.6,1383,47.5,75,11.0,6879.3025131982495,L,0
297.6,308.5,1360,48.6,77,10.899999999999977,6921.556934389033,M,0
297.5,308.4,1596,36.6,80,10.899999999999977,6117.057887657758,M,0
297.5,308.5,1448,54.3,83,11.0,8233.737353940416,L,0
297.6,308.5,1443,38.2,85,10.899999999999977,5772.425173558959,M,0
297.6,308.6,1492,35.5,88,11.0,5546.5865496679,M,0
297.5,308.6,1497,43.9,91,11.100000000000023,6882.004282880336,L,0
297.5,308.5,1530,38.5,93,11.0,6168.517175323559,L,0
297.4,308.4,1478,46.2,95,11.0,7150.6418706888,M,0
297.4,308.4,1328,61.8,98,11.0,8594.392190572526,L,0
297.4,308.3,1771,27.4,100,10.900000000000034,5081.568005083538,H,0
297.4,308.4,1564,35.0,105,11.0,5732.359395250176,M,0
297.3,308.3,1461,41.5,108,11.0,6349.315832537652,H,0
297.4,308.3,1335,57.9,113,10.900000000000034,8094.470551606782,M,0
297.4,308.4,1441,46.8,116,11.0,7062.174621563711,M,0
297.3,308.3,1268,60.6,119,11.0,8046.749759198753,L,0
297.3,308.3,1697,27.4,121,11.0,4869.238229602916,M,0
297.4,308.4,1421,46.0,124,11.0,6845.111513151681,L,0
297.4,308.5,1496,36.4,126,11.100000000000023,5702.451433188001,L,0
297.5,308.5,1375,55.6,128,11.0,8005.825278897988,L,0
297.4,308.5,1295,52.1,130,11.100000000000023,7065.389518045884,L,0
297.4,308.5,1643,33.8,132,11.100000000000023,5815.444048962113,L,0
297.5,308.6,1514,36.9,134,11.100000000000023,5850.336671367983,L,0
297.5,308.6,1671,29.4,136,11.100000000000023,5144.609297665574,L,0
297.5,308.6,1355,58.9,138,11.100000000000023,8357.631296222487,H,0
297.6,308.7,1365,50.6,143,11.099999999999966,7232.888766359781,L,0
297.5,308.7,1407,42.5,145,11.199999999999989,6261.979556767855,L,0
297.5,308.8,1455,46.1,147,11.300000000000011,7024.129934528739,M,0
297.5,308.8,1502,45.9,150,11.300000000000011,7219.5684135085585,L,0
297.5,308.8,1471,52.3,152,11.300000000000011,8056.436336547321,M,0
297.5,308.9,1581,30.4,155,11.399999999999977,5033.082758463136,L,0
297.5,308.8,1530,37.8,157,11.300000000000011,6056.362317590402,L,0
297.5,308.8,1312,50.3,159,11.300000000000011,6910.833631464778,L,0
297.4,308.6,1494,42.6,161,11.200000000000045,6664.825982737675,L,0
297.4,308.6,1528,29.1,163,11.200000000000045,4656.342967444648,M,0
297.3,308.6,1688,29.4,166,11.300000000000011,5196.948231274379,H,0
297.3,308.5,1520,42.4,171,11.199999999999989,6748.978777951834,M,0
297.3,308.5,1664,28.9,174,11.199999999999989,5035.931135802391,M,0
297.3,308.5,1514,44.5,177,11.199999999999989,7055.284061676837,L,0
297.3,308.5,1456,54.2,179,11.199999999999989,8263.980419218975,L,0
297.2,308.5,1494,39.6,181,11.300000000000011,6195.47204029136,L,0
297.2,308.4,1605,30.0,183,11.199999999999989,5042.256209011618,L,0
297.2,308.5,1353,46.5,185,11.300000000000011,6588.391033475834,M,0
297.2,308.5,1447,47.9,188,11.300000000000011,7258.262363025274,L,0
297.2,308.5,1588,40.4,190,11.300000000000011,6718.316833652796,L,0
297.2,308.5,1524,41.4,192,11.300000000000011,6607.146341617765,H,0
297.2,308.5,1611,31.6,197,11.300000000000011,5331.031405729592,M,0
297.2,308.5,1604,34.9,200,11.300000000000011,5862.170003696505,M,0
297.1,308.5,1483,46.9,203,11.399999999999977,7283.541711911159,L,0
297.1,308.4,1543,39.6,205,11.299999999999955,6398.670253125547,L,0
297.1,308.5,1323,44.4,207,11.399999999999977,6151.3640794349585,L,1
297.1,308.5,1555,36.2,0,11.399999999999977,5894.7797354407685,L,0
297.1,308.4,1583,31.9,2,11.299999999999955,5288.106778106044,L,0
297.2,308.5,1584,40.0,4,11.300000000000011,6635.043684381643,M,0
297.2,308.5,1766,25.8,7,11.300000000000011,4771.325258566034,L,0
297.2,308.6,1498,44.4,9,11.400000000000034,6965.036576714715,M,0
297.2,308.6,1413,49.8,12,11.400000000000034,7368.856896407146,L,0
297.3,308.6,1505,33.5,14,11.300000000000011,5279.708253745446,L,0
297.3,308.7,1438,46.2,16,11.399999999999977,6957.119763227669,H,0
297.3,308.7,1655,34.1,21,11.399999999999977,5909.911740055559,M,0
297.3,308.7,1451,43.8,24,11.399999999999977,6655.338372923832,M,0
297.3,308.7,1466,38.4,27,11.399999999999977,5895.135782608174,M,0
297.2,308.6,1774,23.0,30,11.400000000000034,4272.775448392358,L,0
297.2,308.6,1284,51.3,32,11.400000000000034,6897.806493927893,M,0
297.1,308.5,1425,40.0,35,11.399999999999977,5969.026041820606,L,0
297.2,308.6,1437,52.4,37,11.400000000000034,7885.271896804237,L,0
297.2,308.6,1335,53.0,39,11.400000000000034,7409.446273491528,L,0
297.2,308.5,1471,41.7,41,11.300000000000011,6423.583082868515,L,0
297.2,308.5,1364,54.0,43,11.300000000000011,7713.238283093659,M,0
297.1,308.5,1578,35.6,46,11.399999999999977,5882.820739406103,L,0
297.1,308.5,1712,32.1,48,11.399999999999977,5754.895086551926,L,0
297.1,308.5,1733,28.7,50,11.399999999999977,5208.45693236203,L,0
297.2,308.6,1652,32.1,52,11.400000000000034,5553.204838191463,L,0
297.2,308.6,1917,24.1,54,11.400000000000034,4838.021270601746,L,0
297.2,308.6,1444,41.1,56,11.400000000000034,6214.949914743615,M,0
297.1,308.6,1442,37.1,59,11.5,5602.318403342582,L,0
297.1,308.6,1717,31.3,61,11.5,5627.859551616267,M,0
297.1,308.7,1474,42.3,64,11.599999999999966,6529.297675661811,L,0
297.2,308.7,1509,39.3,66,11.5,6210.2689416897665,L,0
297.2,308.8,1451,43.1,68,11.600000000000023,6548.974517648795,L,0
297.3,308.8,1554,36.1,70,11.5,5874.715430359841,L,0
297.2,308.7,1669,30.7,72,11.5,5365.662228747663,L,0
297.2,308.6,1366,50.4,74,11.400000000000034,7209.578148870145,L,0
297.2,308.6,1578,34.4,76,11.400000000000034,5684.523411111515,L,0
297.2,308.6,1513,39.0,78,11.400000000000034,6179.198590345764,M,0
297.1,308.5,1515,42.1,81,11.399999999999977,6679.18306116458,M,0
297.2,308.6,1562,33.0,84,11.400000000000034,5397.884497397983,L,0
297.2,308.7,1501,38.5,86,11.5,6051.59756873246,L,0
297.2,308.7,1398,38.1,88,11.5,5577.772092742534,M,0
297.3,308.7,1352,53.8,91,11.399999999999977,7617.063659991764,L,0
297.3,308.7,1569,33.9,93,11.399999999999977,5569.949527035095,H,0
297.2,308.6,1486,46.6,98,11.400000000000034,7251.591714624152,H,0
297.2,308.6,1864,23.6,103,11.400000000000034,4606.663915615882,L,0
297.3,308.7,1447,44.5,105,11.399999999999977,6743.062111787572,M,0
297.2,308.6,1392,41.5,108,11.400000000000034,6049.450813752505,L,0
297.3,308.6,1358,47.6,110,11.300000000000011,6769.168746738904,L,0
297.3,308.7,1491,40.2,112,11.399999999999977,6276.7136263131915,L,0
297.3,308.7,1556,36.7,114,11.399999999999977,5980.042560059196,L,0
297.3,308.7,1531,36.7,116,11.399999999999977,5883.962184736908,L,0
297.4,308.7,1429,37.6,118,11.300000000000011,5626.634330481368,H,0
297.4,308.8,1573,33.9,123,11.400000000000034,5584.149525829322,M,0
297.4,308.8,1538,41.2,126,11.400000000000034,6635.630115010314,L,0
297.4,308.8,1467,39.0,128,11.400000000000034,5991.3313496610945,L,0
297.4,308.7,1323,51.1,130,11.300000000000011,7079.610460791135,H,0
297.4,308.7,1798,23.0,135,11.300000000000011,4330.580753218411,M,0
297.4,308.6,1411,46.3,138,11.200000000000045,6841.268298138789,L,0
297.3,308.5,1528,44.5,140,11.199999999999989,7120.524469116385,L,0
297.3,308.5,1504,42.0,142,11.199999999999989,6614.9374913986685,L,0
297.3,308.5,1384,39.6,144,11.199999999999989,5739.312786990121,L,0
297.2,308.4,1677,26.4,146,11.199999999999989,4636.236774461673,L,0
297.3,308.5,1764,30.8,148,11.199999999999989,5689.549959357259,L,0
